100 2321
value,weight
82,7
51,31
52,53
66,15
46,67
58,24
91,89
38,17
37,75
17,44
83,70
23,28
53,8
68,45
1,94
17,1
89,89
95,21
72,75
57,1
84,12
68,71
60,49
56,23
26,24
21,10
74,21
71,79
93,45
68,77
16,52
80,47
58,67
18,99
25,25
23,23
24,46
91,44
49,56
64,2
8,50
99,2
10,23
13,35
45,9
94,95
55,52
4,76
51,80
64,65
58,18
91,90
72,66
49,50
51,26
58,29
86,13
63,13
97,16
55,44
3,19
49,93
79,54
89,52
94,34
83,27
12,66
9,17
64,12
43,11
54,39
41,84
5,93
65,54
4,63
89,40
15,32
39,36
73,84
22,62
51,52
100,87
54,64
47,83
31,25
63,61
41,93
5,61
61,27
24,71
54,3
67,40
24,17
30,2
62,74
69,82
44,38
80,87
29,44
6,81
