95 1956
value,weight
84,3
56,64
89,27
25,1
34,66
77,14
48,7
30,43
75,68
79,39
84,3
31,14
92,92
33,21
46,47
23,94
82,38
19,69
43,13
41,93
11,25
22,75
11,2
81,1
14,11
13,45
54,36
84,56
10,30
3,3
17,52
42,44
3,79
18,78
21,88
59,42
19,17
44,37
55,34
28,94
88,32
35,10
39,13
90,31
32,5
88,18
79,10
22,80
14,19
21,34
63,10
94,2
14,77
24,98
90,10
25,12
37,58
23,74
54,48
48,53
30,39
6,25
91,93
3,90
72,27
30,59
48,24
73,66
89,81
97,44
12,54
50,82
19,68
48,42
35,10
1,40
30,92
12,9
88,81
33,14
71,92
38,5
33,9
38,32
10,29
82,92
72,7
36,89
79,21
30,36
33,2
63,28
23,8
84,36
98,27
