90 2189
value,weight
51,76
99,9
94,3
89,74
91,38
15,49
19,87
100,69
40,78
38,3
31,47
13,66
78,62
80,96
18,22
71,58
94,83
31,11
77,68
86,95
86,20
33,12
41,45
86,51
77,44
1,23
90,85
76,55
8,14
54,47
17,74
31,45
89,21
100,85
71,10
3,78
22,57
41,18
46,51
33,66
94,30
40,30
90,88
94,83
66,64
48,1
85,20
53,38
8,41
75,21
10,71
13,67
89,32
26,23
18,97
33,52
95,8
7,82
95,83
95,57
50,9
53,100
49,94
68,62
100,44
92,5
60,33
15,3
55,22
70,16
17,48
24,29
50,62
57,45
56,89
78,80
89,40
34,22
97,43
98,9
100,31
54,28
44,92
35,25
3,75
27,76
20,68
1,9
45,43
33,94
