95 2284
value,weight
75,89
59,24
34,22
71,75
49,40
6,3
68,33
77,88
44,33
78,72
48,71
78,20
79,25
88,44
77,20
67,63
62,68
16,17
96,9
87,14
59,44
20,50
81,32
60,42
18,52
10,51
20,35
48,63
47,42
71,13
16,59
27,21
8,55
29,97
71,65
85,30
55,60
49,56
79,29
41,17
16,5
96,48
9,29
54,74
27,39
23,23
79,68
4,56
20,41
37,11
22,7
4,86
44,56
33,64
93,21
47,55
97,76
82,69
79,84
95,9
89,27
86,51
100,28
90,7
92,21
5,12
46,75
61,90
6,39
55,73
71,93
21,100
46,52
64,64
77,24
15,85
32,36
73,51
62,71
70,44
27,66
13,31
54,56
23,78
95,55
27,92
87,93
88,15
76,24
77,100
99,59
22,34
57,88
85,46
7,24
