100 2807
value,weight
88,98
79,90
60,3
41,86
78,86
68,57
55,95
89,80
61,80
36,34
59,93
85,56
88,57
9,27
97,12
86,98
23,81
71,62
32,79
61,96
94,46
20,1
83,60
41,32
53,63
43,19
63,61
49,57
82,23
2,22
85,92
27,5
35,1
92,68
21,55
16,69
17,21
46,79
45,50
52,4
58,97
87,16
59,89
12,86
69,21
17,96
74,39
36,67
6,40
42,37
10,41
62,100
33,39
72,10
2,41
28,98
97,81
59,75
52,76
28,73
43,82
22,78
55,74
55,97
14,21
40,59
55,65
60,90
85,76
97,71
47,71
26,59
12,85
92,86
32,27
94,43
100,17
49,70
54,34
75,2
14,91
9,55
19,35
83,73
79,12
85,58
44,97
32,14
44,87
34,11
51,81
8,23
83,67
74,25
23,29
58,4
29,73
62,2
50,74
41,77
