85 2164
value,weight
100,31
78,21
33,70
100,1
7,31
25,8
65,76
60,14
99,73
22,43
71,39
74,97
51,96
6,95
72,50
8,98
88,62
4,49
80,81
6,97
76,18
4,31
83,3
59,7
21,42
42,42
100,48
90,19
59,85
21,36
17,76
30,90
1,35
59,13
86,73
38,25
65,54
9,54
25,57
93,80
64,30
33,99
2,63
89,26
70,43
83,67
4,5
20,99
44,95
18,97
85,38
80,49
81,22
17,35
98,70
33,8
2,61
81,24
85,22
76,3
79,24
41,86
24,34
44,9
97,65
3,65
44,90
38,19
66,54
92,3
88,37
72,58
63,70
88,23
61,85
53,47
44,73
61,72
93,17
60,44
66,98
31,42
67,67
8,87
39,84
