95 2584
value,weight
16,31
53,85
46,45
64,41
33,39
83,100
39,15
46,66
52,82
69,72
26,85
10,98
65,75
13,88
71,55
19,39
78,63
23,47
70,74
8,7
69,83
23,87
19,54
58,3
35,65
44,44
86,28
97,14
81,42
47,52
39,2
80,15
38,40
72,65
4,74
70,89
16,44
24,2
93,39
99,56
67,86
45,96
79,86
62,20
32,75
84,18
85,49
11,15
19,43
70,18
36,87
18,77
74,77
17,49
93,96
77,29
42,61
45,70
85,67
31,61
62,81
62,40
98,27
12,60
84,50
14,49
87,86
28,41
68,23
75,39
46,5
11,2
40,76
66,17
20,77
75,60
44,21
21,86
87,75
49,45
76,38
86,99
15,96
91,73
33,42
31,58
31,51
28,52
59,76
75,94
67,25
36,87
7,6
92,76
87,50
