85 2173
value,weight
28,83
63,11
60,79
92,53
44,26
53,56
27,66
22,82
18,95
55,74
92,30
69,38
37,4
69,48
59,4
4,56
59,95
21,7
1,88
27,79
76,47
99,47
91,24
54,82
66,57
77,53
85,69
22,27
90,50
61,93
39,55
5,2
71,51
91,16
34,60
69,38
94,91
90,57
26,16
60,20
66,97
9,25
27,39
54,51
63,61
35,23
84,16
11,89
76,61
17,26
78,10
40,100
69,32
55,34
35,12
55,46
66,31
89,80
100,92
42,54
92,88
42,13
11,91
45,6
98,26
81,25
47,92
17,29
63,82
70,4
61,84
47,49
74,8
70,53
76,51
97,54
60,33
80,81
41,68
58,85
18,46
18,68
74,84
93,89
70,30
