90 2356
value,weight
41,65
55,58
18,32
46,87
95,78
3,59
83,74
95,41
21,50
47,8
29,52
35,85
44,80
88,64
52,16
25,58
50,71
78,79
79,41
57,93
41,70
63,12
81,41
60,36
42,59
9,41
44,82
31,96
38,22
97,77
24,68
78,72
19,74
42,50
54,90
74,38
98,9
40,20
11,58
38,23
44,60
4,77
29,29
67,36
11,95
16,20
87,62
5,64
86,38
87,71
11,91
64,97
46,41
80,99
66,43
40,44
26,61
33,38
13,4
56,23
52,77
73,12
38,5
81,60
35,53
25,84
62,7
96,91
72,86
15,63
57,39
92,57
33,30
51,45
50,38
46,18
35,62
91,25
42,79
49,81
46,97
84,33
79,11
16,81
72,23
14,7
34,3
73,31
4,13
26,79
