100 2492
value,weight
26,75
5,68
53,28
58,55
2,50
70,12
46,95
7,51
7,68
15,60
83,88
7,69
72,38
8,78
8,92
62,69
25,7
85,28
75,72
86,8
13,88
88,17
56,34
41,19
51,8
81,78
98,38
52,25
23,59
83,51
45,76
42,6
30,25
81,27
22,96
97,6
54,30
78,55
44,64
9,77
63,6
93,19
65,78
88,51
97,62
88,69
22,73
100,39
93,19
32,43
18,12
56,13
80,53
65,49
10,41
48,26
79,40
36,24
84,56
24,91
64,35
17,79
64,31
91,61
41,81
72,33
20,44
79,100
19,49
64,92
97,67
67,85
93,36
18,93
69,42
2,60
46,18
55,100
70,40
14,48
51,3
89,76
51,20
66,39
56,13
75,74
42,44
69,76
55,51
9,79
12,18
93,83
66,49
22,18
2,88
76,30
21,35
16,27
62,40
93,74
