100 2760
value,weight
51,30
39,16
53,77
45,52
7,30
25,45
24,91
88,99
87,57
29,56
29,64
13,2
97,36
8,69
39,95
26,67
79,76
50,20
47,21
39,19
20,7
20,31
27,98
8,87
78,100
85,86
46,96
81,77
46,66
28,28
54,87
47,54
90,42
59,61
44,18
88,67
2,11
75,68
12,76
69,81
59,24
27,42
57,15
48,61
78,93
97,18
79,61
13,2
31,6
39,97
95,17
65,34
34,89
50,94
49,16
54,81
62,60
54,70
28,66
10,32
76,28
18,6
74,55
57,88
80,13
85,2
24,2
70,77
27,84
16,20
79,51
45,49
59,78
71,99
18,100
71,91
52,90
12,13
57,6
1,72
61,24
26,21
37,76
93,60
42,19
92,92
2,95
1,72
77,90
78,74
73,96
23,100
72,44
89,54
39,32
46,94
92,76
78,7
72,31
97,99
