100 2550
value,weight
43,77
56,48
37,12
83,64
60,45
79,7
39,65
71,21
5,7
16,32
48,29
81,46
43,24
41,31
69,53
22,23
90,44
18,64
46,8
25,65
60,4
48,85
47,90
41,29
43,61
46,94
19,47
11,43
98,78
44,65
48,41
74,56
63,55
84,57
83,50
22,91
93,30
88,37
78,99
99,6
92,78
56,30
18,32
2,54
19,9
29,62
45,99
59,72
51,75
1,94
79,46
83,80
49,69
54,37
73,81
36,5
90,80
27,72
35,27
70,32
93,60
17,14
1,60
14,85
19,24
98,49
14,63
100,81
91,68
25,25
94,34
92,72
15,48
28,83
64,57
47,51
33,98
22,91
76,82
95,25
83,80
94,97
8,66
63,12
1,14
94,16
95,4
14,80
72,27
14,56
26,60
92,42
86,13
24,86
69,50
86,29
41,94
35,55
47,30
55,3
