100 2409
value,weight
43,100
20,68
89,87
75,59
29,68
59,57
43,54
18,51
62,15
27,58
17,21
63,33
72,84
7,24
77,92
52,84
36,88
53,65
63,98
11,8
64,76
20,74
21,49
7,34
56,32
4,4
49,76
56,13
82,41
65,18
7,18
47,96
50,82
90,13
25,50
23,73
52,49
17,54
3,45
16,45
48,18
6,68
37,60
84,78
26,77
100,23
89,1
33,85
90,16
85,7
86,3
5,70
44,6
64,81
93,39
91,98
69,22
1,20
36,34
19,8
63,36
18,8
9,63
60,31
16,72
96,93
62,94
36,70
96,21
77,83
90,5
12,63
80,5
94,27
53,35
23,33
45,79
37,64
46,90
37,19
72,5
96,25
85,44
52,5
7,83
73,23
41,17
13,60
67,90
38,76
43,47
50,53
62,80
100,29
98,20
55,19
87,3
94,55
45,31
77,93
