90 2199
value,weight
7,32
4,80
32,76
66,48
97,97
53,100
43,19
94,68
84,34
8,58
10,90
13,9
53,11
42,21
3,14
50,86
75,21
60,26
34,82
67,89
45,52
47,65
38,78
72,48
7,60
84,25
63,79
47,16
63,26
51,35
87,14
33,63
37,60
2,73
86,99
13,14
26,4
48,17
96,88
32,5
89,44
55,42
60,83
62,46
34,49
76,62
1,62
99,49
46,96
32,9
53,63
38,29
12,99
53,61
12,67
39,79
23,35
49,32
24,29
3,74
12,54
38,77
39,74
94,49
36,31
1,8
5,78
7,70
20,22
2,76
70,67
66,49
84,99
46,14
15,68
63,11
1,11
42,85
38,2
10,12
34,15
5,9
61,37
19,20
85,29
35,70
4,51
93,29
31,7
36,82
