100 2568
value,weight
99,4
46,95
94,73
3,86
38,56
93,25
88,11
85,99
26,61
46,4
46,87
65,30
67,61
24,95
29,85
74,70
57,25
71,79
89,9
36,45
61,85
56,78
31,20
8,68
49,60
12,54
3,65
2,19
73,28
99,28
68,54
86,74
78,27
21,64
41,57
14,38
57,16
14,16
97,31
93,53
53,24
54,31
16,54
2,56
100,70
84,76
26,76
97,41
35,10
30,46
76,36
32,51
91,62
58,53
21,17
63,91
94,25
30,38
60,48
92,82
63,59
61,24
82,91
39,35
97,40
94,5
50,49
21,28
17,28
22,71
27,63
23,42
76,40
75,97
4,55
99,96
62,99
41,35
80,72
80,81
41,12
6,28
12,40
45,64
46,32
29,57
5,23
7,82
69,13
38,23
80,72
89,97
75,47
6,24
51,75
69,54
70,94
20,77
24,27
15,64
