85 2007
value,weight
74,32
97,24
77,2
51,83
9,13
31,10
48,19
80,89
48,55
83,75
21,4
58,45
97,54
27,64
30,48
19,88
22,66
39,80
39,7
17,35
14,52
26,91
48,1
59,82
21,86
81,30
8,85
88,8
26,85
43,76
31,27
31,7
49,98
7,2
47,55
11,48
100,71
29,82
79,85
4,6
46,34
1,79
64,96
46,51
73,51
94,91
71,38
88,88
11,11
25,6
34,21
62,43
12,45
83,51
31,16
89,29
80,84
19,38
6,40
46,80
15,52
66,32
47,43
85,46
98,29
45,73
68,24
34,12
96,88
95,40
78,35
19,91
75,57
10,31
35,24
89,44
20,81
8,15
58,22
45,18
50,13
72,20
17,16
97,77
34,70
