90 2210
value,weight
5,4
77,34
22,95
40,88
94,14
42,36
21,26
44,90
22,68
89,68
25,62
53,52
38,11
51,76
43,6
88,72
87,80
71,80
87,24
17,66
96,56
18,85
72,49
88,48
21,57
41,60
75,57
96,24
99,77
29,89
20,81
71,28
69,48
76,100
38,9
44,3
70,23
31,45
70,78
28,75
56,10
99,19
88,41
10,85
52,98
30,48
61,44
91,20
8,55
37,15
21,53
30,51
64,53
86,51
43,78
72,37
5,83
41,6
48,45
47,78
68,5
44,81
63,94
20,52
57,14
90,94
1,97
76,9
77,14
55,20
24,64
42,6
40,15
100,30
15,52
22,27
11,81
97,9
47,53
47,97
17,22
86,100
99,31
62,14
41,36
77,93
65,21
76,27
44,26
23,23
