90 2246
value,weight
16,7
60,26
70,59
78,62
14,31
49,87
86,86
64,2
3,40
26,46
62,96
12,25
17,17
38,72
8,53
4,57
30,78
88,39
95,54
43,89
79,65
88,80
97,45
87,93
14,31
63,72
44,36
60,42
4,17
25,93
36,2
2,56
8,93
52,8
60,7
20,17
61,93
12,17
30,59
90,90
84,49
99,1
86,56
40,67
16,35
87,62
73,65
6,81
19,24
77,63
44,1
38,3
78,10
23,99
25,5
15,40
46,71
12,72
20,58
81,7
60,93
34,77
45,50
10,32
13,39
24,76
47,8
21,39
72,92
62,59
48,32
42,94
18,63
49,11
91,98
86,81
83,8
41,11
19,6
21,62
97,80
72,66
41,56
12,13
13,1
12,99
14,55
29,33
10,94
86,53
