85 2152
value,weight
60,96
17,62
34,70
90,15
94,31
29,7
18,85
42,49
75,27
23,45
61,6
67,22
66,14
81,63
17,8
65,95
98,20
82,92
51,26
11,12
78,88
52,58
3,58
24,87
29,72
51,85
27,51
49,23
8,76
23,17
81,1
20,21
53,62
16,36
99,18
100,68
84,83
5,74
49,88
12,45
39,65
75,42
31,68
67,25
19,84
97,76
43,37
45,52
12,16
71,3
3,66
4,59
71,40
49,68
93,72
21,17
7,16
24,42
73,40
4,84
82,95
98,17
53,17
5,59
23,12
87,87
96,56
73,91
90,49
3,44
83,80
72,32
79,19
48,13
25,44
95,72
90,45
64,79
74,58
14,64
71,34
48,71
60,85
15,100
16,53
