95 2501
value,weight
13,54
57,93
26,61
28,39
15,31
26,74
9,47
69,35
21,42
48,46
88,4
69,60
44,100
43,93
47,85
59,73
7,15
53,69
88,21
60,80
99,54
64,41
35,73
17,76
56,1
54,53
24,23
55,100
98,74
10,44
4,98
31,54
57,36
28,37
26,79
13,61
47,79
99,58
77,33
54,87
96,10
56,4
61,52
11,46
29,41
38,97
14,14
41,34
51,74
25,64
74,49
16,80
91,23
22,80
47,99
37,11
77,43
67,60
12,72
84,14
27,14
38,84
89,47
58,6
69,91
99,47
5,16
93,13
42,25
34,45
15,42
25,68
16,61
19,34
6,70
57,11
21,12
95,92
70,82
29,42
20,82
100,25
93,28
8,99
81,45
40,40
11,97
27,21
78,87
94,15
17,82
49,49
64,97
85,10
67,73
