90 2306
value,weight
58,52
45,37
43,35
29,80
27,80
80,58
49,78
11,88
62,36
33,86
20,85
84,81
93,51
25,75
80,78
29,85
35,56
27,4
94,19
4,95
38,48
64,5
58,11
87,28
22,26
6,57
23,39
58,66
66,96
90,58
70,24
16,10
90,2
26,62
10,44
1,72
68,55
84,98
22,56
71,33
54,45
35,50
21,30
65,62
30,47
90,5
34,39
46,12
87,4
50,6
31,60
35,99
69,97
95,30
46,48
14,73
85,81
69,47
51,55
24,89
8,58
96,2
84,13
17,73
5,18
89,70
71,34
66,46
3,69
52,42
78,83
7,83
21,89
88,36
89,100
9,87
93,26
6,90
98,64
64,41
3,91
89,45
52,22
51,54
90,67
90,34
30,1
23,5
94,2
18,40
