90 2439
value,weight
83,96
81,94
80,60
36,81
1,20
64,74
79,65
15,8
83,70
75,75
60,90
89,28
48,83
62,28
61,51
22,19
74,59
45,73
32,87
70,95
80,60
12,25
6,76
62,78
29,68
73,30
76,61
19,55
90,25
60,3
76,2
20,76
66,79
39,42
19,3
10,50
5,78
37,59
73,56
66,25
88,91
82,88
37,15
6,27
19,75
87,14
15,51
32,73
75,94
98,48
81,63
90,31
70,69
4,66
40,59
72,17
52,79
27,74
75,84
62,95
50,98
72,63
61,31
94,10
13,65
72,88
64,83
37,19
43,20
62,79
53,76
84,18
87,86
30,9
46,28
64,29
60,4
42,28
43,2
33,76
49,67
15,2
56,59
54,58
35,76
45,17
49,35
83,87
40,51
23,95
