95 2848
value,weight
9,14
50,62
90,22
13,96
91,75
84,58
23,21
76,32
20,54
38,64
100,83
2,40
8,1
100,37
55,68
33,46
32,26
6,60
5,73
33,16
90,66
75,44
22,2
99,20
46,90
23,100
46,5
71,94
11,56
81,39
34,40
92,88
73,87
67,97
9,71
67,30
64,98
78,90
68,91
40,71
13,82
28,20
3,59
65,62
89,24
61,11
57,77
2,88
65,91
3,72
62,99
82,49
89,32
9,60
15,22
46,60
97,87
76,98
51,72
21,89
36,74
87,56
45,71
69,38
33,14
16,56
41,80
57,56
78,100
5,23
72,92
95,56
85,100
34,71
57,92
55,52
72,78
22,2
12,92
48,50
65,43
86,53
62,60
23,62
12,59
55,74
36,79
77,73
55,91
2,24
42,57
47,100
16,86
36,33
6,68
