90 2234
value,weight
65,29
91,30
7,80
86,95
26,88
66,32
98,55
90,91
52,7
48,55
58,54
7,87
66,4
42,22
12,66
62,59
19,14
65,3
20,42
96,93
44,67
94,9
39,57
12,85
39,59
45,90
63,79
15,9
2,57
14,37
61,37
46,12
80,62
91,60
21,13
40,41
28,49
12,90
92,85
90,66
93,6
11,77
97,25
33,17
17,8
85,76
23,9
55,49
84,96
26,84
22,65
99,47
85,96
61,74
10,61
7,56
23,5
66,41
64,32
92,28
26,69
96,37
75,1
12,16
48,45
3,60
28,14
40,20
18,20
20,93
46,62
87,41
57,45
52,42
85,100
80,74
45,49
72,77
93,75
46,18
78,13
95,39
64,46
56,29
37,86
27,91
69,73
45,64
89,4
49,44
