100 2562
value,weight
24,50
80,80
12,68
20,8
12,34
36,15
26,55
59,34
34,11
37,76
29,13
69,79
84,77
16,45
93,66
55,4
29,39
77,53
82,7
58,82
46,57
28,97
84,26
3,23
18,77
56,43
78,50
82,66
2,84
28,16
8,60
55,100
40,41
33,78
82,21
61,86
71,16
53,87
32,95
11,95
45,18
59,55
35,36
78,21
72,18
17,83
33,47
24,85
54,74
88,99
16,69
75,60
27,62
85,96
19,58
92,56
85,31
24,1
82,43
12,86
30,7
63,12
15,29
35,30
71,46
40,51
19,23
93,71
71,83
7,66
12,38
84,25
74,1
65,52
22,16
2,22
2,73
60,60
8,57
81,92
54,100
52,44
21,53
31,7
24,81
38,53
76,60
28,81
28,63
88,93
73,2
34,47
88,36
58,7
69,9
87,56
21,71
24,39
55,99
25,58
