95 2469
value,weight
23,44
33,87
53,6
13,52
79,51
62,60
59,26
70,14
15,76
24,53
40,65
48,35
74,76
58,19
12,77
31,20
60,12
3,44
81,90
83,8
60,85
69,23
46,32
94,64
14,85
36,21
69,71
56,17
44,71
54,62
29,27
55,42
4,36
3,93
51,78
8,7
58,82
16,75
55,66
96,87
58,91
77,95
66,38
8,41
82,57
68,4
38,55
52,23
15,93
54,83
20,88
6,43
34,29
62,96
90,65
42,48
23,75
56,24
25,27
70,76
67,17
91,56
11,23
83,90
5,94
59,74
57,32
40,88
54,18
49,100
2,86
39,75
71,38
86,81
47,48
98,85
87,10
17,68
10,30
27,41
92,5
42,42
100,53
23,19
95,86
5,12
67,64
100,27
25,65
87,4
55,49
14,24
33,41
42,60
85,44
