100 2569
value,weight
10,34
60,73
53,82
64,65
44,54
33,38
22,62
58,91
34,28
60,99
22,27
33,49
17,64
70,36
79,85
2,2
1,28
40,69
93,12
3,71
79,92
77,40
9,36
44,12
39,29
82,22
56,66
44,9
31,86
24,83
97,86
5,34
29,87
80,38
70,70
62,39
77,32
95,5
85,17
94,56
77,25
51,40
36,12
47,41
25,39
31,38
59,80
89,57
49,75
29,36
24,58
52,62
58,93
20,74
50,46
42,82
69,39
40,100
54,87
31,95
11,50
13,50
66,72
56,40
43,39
64,85
89,85
41,83
94,47
84,10
26,63
67,10
16,98
30,87
61,43
77,52
95,39
20,87
60,38
86,6
51,46
44,40
100,52
89,48
10,22
97,67
15,23
56,4
56,29
41,51
9,93
11,9
25,10
55,96
60,49
30,22
97,53
43,81
70,37
28,36
