90 2646
value,weight
78,82
82,60
49,86
66,74
23,91
86,47
23,50
71,68
82,77
17,3
84,79
5,41
16,45
11,97
48,20
33,85
52,59
1,14
49,28
35,81
53,30
17,71
70,90
8,18
6,65
33,79
14,23
98,44
39,53
5,99
31,41
55,94
86,65
23,24
97,78
80,49
36,86
69,53
1,79
2,7
86,77
39,25
28,94
60,67
94,88
20,75
13,78
79,76
68,78
15,3
6,77
39,53
75,44
78,8
85,97
52,45
51,61
11,60
96,26
84,36
77,78
97,78
22,87
94,94
65,95
94,20
52,34
10,49
57,75
92,36
37,75
58,42
92,91
64,72
2,16
89,19
76,69
33,64
9,55
47,69
13,7
84,60
47,96
81,9
61,59
19,59
22,87
17,88
97,88
57,18
