85 2237
value,weight
43,82
32,83
99,99
49,31
8,54
38,10
78,38
63,80
69,13
5,73
71,88
41,43
39,91
12,45
30,88
51,50
70,73
24,34
74,30
18,9
82,60
75,15
95,22
88,72
25,75
80,80
71,59
10,35
74,62
98,24
46,66
25,90
64,17
64,67
62,70
8,91
4,9
24,22
75,2
53,87
13,56
47,58
35,46
78,91
11,95
50,26
94,95
4,88
73,22
95,30
53,42
96,32
66,89
42,68
73,67
59,94
26,41
39,74
82,40
68,20
71,48
8,11
64,10
51,14
18,23
50,92
71,32
44,74
41,37
86,83
87,81
6,62
59,4
49,74
7,76
52,20
82,57
38,33
48,11
39,29
53,72
59,77
19,7
63,61
29,73
