90 2288
value,weight
88,78
81,26
35,36
19,27
77,56
40,89
5,31
16,71
21,27
91,52
83,58
58,36
32,49
57,65
61,89
91,54
92,12
4,76
31,59
35,25
2,87
57,79
35,90
38,66
51,2
6,78
55,12
18,50
65,35
64,61
94,37
66,23
27,62
86,37
57,7
17,17
73,25
55,42
58,48
90,28
81,45
39,58
13,48
62,18
89,81
32,56
83,29
72,42
80,15
21,50
80,78
70,23
55,50
77,67
65,93
50,50
19,3
52,80
43,83
13,58
92,1
60,41
65,93
73,68
8,58
12,91
82,71
3,65
91,99
27,14
98,74
68,63
36,47
62,75
16,96
43,59
78,51
93,11
99,38
91,44
92,21
43,37
38,95
97,39
55,45
29,39
25,87
70,83
67,31
47,12
