85 2232
value,weight
13,48
70,70
76,50
37,77
59,43
61,45
16,81
89,51
24,52
56,56
29,76
65,49
30,80
42,90
69,37
92,82
15,49
82,66
26,11
26,51
31,34
71,35
98,17
29,22
77,68
25,67
98,71
31,91
29,5
55,55
68,88
6,82
15,43
30,36
20,68
2,41
36,21
55,43
18,3
62,64
1,41
9,78
45,23
15,33
75,39
78,84
2,6
73,62
98,37
22,84
60,45
48,62
44,94
2,99
74,68
84,43
47,17
33,11
49,51
76,11
21,1
57,78
1,88
41,23
34,90
55,12
2,98
48,60
8,33
22,50
30,95
100,66
69,35
3,9
67,72
63,81
4,97
24,43
52,79
65,32
81,44
55,14
11,38
9,31
13,90
