95 2343
value,weight
6,75
39,44
3,27
61,12
74,87
53,89
10,62
72,13
17,95
63,62
47,1
53,57
94,13
65,1
48,49
54,45
74,63
32,67
33,70
9,22
56,34
22,53
85,28
83,54
59,32
66,68
5,65
85,32
51,29
47,30
51,4
73,65
80,89
16,3
16,65
26,90
57,29
52,26
88,17
44,26
98,64
48,81
37,82
12,96
97,26
45,29
7,35
14,93
100,64
62,36
85,57
22,46
48,60
32,93
75,69
42,90
69,58
35,88
95,54
64,33
27,100
8,66
56,9
92,43
92,28
2,3
58,71
79,94
20,23
98,25
62,98
79,24
72,43
67,18
26,49
60,78
54,2
85,78
60,25
85,75
22,49
90,25
52,49
5,33
49,1
44,73
62,63
36,38
83,19
34,32
79,32
22,79
16,77
4,76
95,41
