90 2456
value,weight
36,82
41,98
72,55
6,2
75,93
16,3
94,13
17,97
92,96
56,93
14,86
10,60
80,47
82,96
68,98
4,87
10,58
8,57
73,99
36,26
93,47
10,74
77,18
81,96
88,27
1,95
14,68
8,92
98,76
37,54
11,43
18,88
96,80
22,49
9,76
69,42
7,4
77,96
53,2
11,55
54,64
38,35
57,33
76,18
16,78
29,30
26,45
52,56
95,71
37,76
72,57
3,17
94,18
25,32
83,48
78,48
54,35
10,98
80,48
22,64
86,3
100,85
55,23
19,90
66,91
51,93
46,18
42,33
14,86
79,14
37,38
73,38
95,49
65,95
49,45
93,46
3,11
87,4
10,98
37,97
10,53
76,65
70,18
13,30
75,34
20,18
73,8
40,68
34,17
54,45
