100 2652
value,weight
39,19
31,37
65,10
57,39
74,92
24,94
78,84
18,69
56,77
25,65
1,86
49,92
41,86
94,55
61,64
67,19
75,13
12,16
48,45
29,12
25,58
75,54
62,20
88,9
51,91
61,98
75,46
30,51
97,83
7,86
83,88
60,11
57,50
13,20
31,85
78,47
61,52
87,10
42,73
50,92
30,1
59,19
58,5
66,11
20,72
31,95
90,8
34,38
79,66
27,45
30,59
90,3
43,91
31,76
63,50
97,38
5,98
35,76
64,26
15,53
13,51
32,27
60,53
44,5
7,55
53,90
55,87
48,13
70,86
1,75
25,66
63,85
95,61
72,38
59,83
100,59
22,4
17,63
75,57
4,12
53,71
38,14
33,57
78,37
61,85
52,20
15,70
92,81
69,88
62,93
98,88
93,88
88,42
88,33
12,1
68,46
51,82
88,15
7,54
72,42
