95 2277
value,weight
30,21
24,80
69,10
93,62
49,58
12,24
17,21
63,10
8,19
74,61
62,53
86,54
7,91
16,32
37,38
94,74
38,23
2,7
65,90
69,91
20,14
99,19
56,27
21,60
16,4
96,79
10,15
54,58
91,85
55,82
85,65
45,46
53,71
46,97
9,2
83,73
17,23
42,25
84,46
37,9
41,8
23,21
39,98
72,26
62,12
6,73
9,70
33,49
75,56
35,85
6,84
38,17
99,34
30,25
47,16
27,2
72,97
93,81
40,75
19,26
94,37
42,67
47,16
53,24
50,82
75,96
79,84
67,18
93,88
66,40
47,79
3,61
76,86
29,49
5,64
22,21
16,76
53,7
25,85
20,62
21,72
2,24
85,28
65,16
59,50
23,55
26,25
98,18
33,68
54,79
73,62
33,32
94,86
69,16
88,8
