85 2315
value,weight
49,91
50,15
50,13
10,91
99,81
2,74
49,27
25,92
47,39
95,3
58,51
34,2
78,17
7,88
56,40
56,87
98,93
15,39
64,41
6,26
82,85
59,72
61,32
88,67
10,4
28,29
6,72
21,99
71,25
4,97
33,12
73,66
75,29
36,7
90,53
69,84
21,73
15,98
92,84
82,38
84,98
80,68
74,92
57,5
46,53
46,21
93,72
66,13
8,98
1,34
46,69
33,42
24,87
17,12
96,7
54,89
53,100
61,80
47,15
71,18
44,63
56,57
52,42
78,60
55,74
51,5
25,72
63,21
85,65
94,22
38,97
74,13
16,86
24,95
19,55
59,5
25,97
88,73
99,48
60,59
32,28
40,71
23,95
80,63
26,56
