85 2190
value,weight
92,49
36,79
98,48
52,49
11,60
33,51
3,15
17,47
44,70
39,82
6,38
82,68
81,89
4,17
28,87
28,84
60,24
79,60
31,33
50,73
99,71
85,8
11,62
64,40
94,13
66,3
37,31
25,76
10,30
19,59
74,26
92,23
17,13
66,41
24,11
19,71
71,22
8,81
96,1
69,92
27,82
85,48
33,67
26,98
50,72
99,75
21,1
62,37
89,69
62,45
91,79
15,6
75,44
94,33
67,64
48,68
27,5
49,64
98,81
99,42
38,67
50,67
77,5
20,43
60,88
29,44
39,47
35,65
13,48
25,33
95,48
69,88
35,35
42,39
62,91
44,90
99,87
19,69
62,53
39,58
82,90
40,16
66,83
13,1
99,48
