95 2462
value,weight
93,62
68,61
66,83
85,88
59,91
15,72
15,94
70,68
18,7
50,56
27,51
49,98
33,97
62,21
4,16
1,65
90,8
86,21
18,92
6,27
41,12
48,95
93,15
47,65
15,37
64,79
78,81
18,15
30,62
29,36
61,51
7,87
45,61
22,25
54,31
12,82
67,58
75,97
16,26
74,57
18,50
77,51
13,41
88,20
93,17
66,10
9,35
52,19
5,8
78,23
60,71
93,57
77,36
41,94
99,66
9,100
23,87
88,94
46,99
8,35
78,2
54,48
39,17
13,67
27,51
81,86
58,19
3,4
31,48
28,56
8,14
21,81
5,78
81,82
37,71
10,53
78,66
6,20
82,82
98,18
12,85
30,86
19,33
58,20
65,17
79,41
63,53
79,29
7,52
46,87
97,25
32,21
3,83
17,12
72,54
