100 2552
value,weight
32,45
82,39
88,47
82,53
21,18
15,14
56,92
60,69
16,50
100,98
29,84
26,11
81,71
87,59
88,41
78,37
9,37
6,79
98,76
72,31
75,29
24,27
97,5
17,56
62,37
33,60
30,72
19,22
89,100
39,44
66,99
34,92
30,78
55,38
89,31
79,26
25,64
87,14
89,69
27,20
2,100
21,97
82,12
1,26
38,28
54,93
37,18
24,33
62,73
59,59
2,67
52,74
61,36
3,73
8,22
82,13
37,27
4,73
45,64
51,9
12,23
80,20
88,90
29,72
74,96
41,69
37,14
26,15
26,34
68,66
15,97
88,10
23,59
47,52
41,84
46,27
6,97
85,53
73,26
6,99
54,6
75,68
36,20
12,85
30,91
83,87
2,2
93,42
85,100
44,72
69,2
31,48
29,17
39,9
17,52
27,31
15,78
6,13
77,77
100,70
