95 2337
value,weight
28,24
1,65
18,48
62,52
42,80
84,84
79,62
32,41
59,57
45,22
69,12
20,53
36,20
46,6
14,21
20,37
5,59
81,100
33,72
88,82
66,17
85,58
47,75
42,23
91,88
16,7
83,49
90,65
38,21
76,67
43,23
9,70
82,71
10,89
18,87
43,4
16,10
74,83
35,51
37,49
12,92
87,94
47,77
92,48
42,40
79,44
10,17
53,62
71,45
83,17
2,99
34,5
52,30
22,41
77,39
24,42
82,59
22,37
60,18
66,72
97,11
100,10
55,83
68,3
51,53
86,64
84,57
99,35
82,53
30,36
3,99
91,5
61,19
20,58
49,87
54,79
73,68
92,35
3,5
97,76
16,61
49,90
69,53
66,3
35,16
12,49
57,37
11,21
70,83
83,3
87,79
100,60
95,31
89,87
45,84
