85 2183
value,weight
58,59
40,36
41,11
97,16
47,74
50,9
95,83
76,87
42,36
30,33
67,30
65,95
31,56
56,49
38,64
35,27
94,31
11,58
6,95
88,27
25,16
68,70
22,94
53,23
95,92
98,62
85,19
29,68
19,81
72,48
33,42
44,57
86,13
44,75
50,3
74,54
33,67
64,39
54,30
30,5
97,33
73,81
22,93
60,39
26,1
2,7
55,10
19,99
17,69
77,20
48,83
83,51
18,88
32,72
99,32
4,9
83,86
43,80
72,25
70,28
67,60
71,40
52,46
34,86
91,68
78,18
72,75
30,94
67,43
61,92
1,68
53,92
50,14
18,47
1,49
18,78
14,69
29,26
87,40
14,13
12,26
89,84
57,25
7,87
35,86
