90 2250
value,weight
8,100
37,86
36,20
34,86
39,13
49,45
26,11
13,18
70,89
74,81
24,45
10,12
85,22
9,87
52,81
98,88
41,29
44,40
18,66
19,85
79,100
11,55
27,69
35,26
38,69
91,74
49,72
95,12
79,70
71,30
50,73
40,28
61,6
32,67
87,2
83,32
62,90
2,88
69,9
95,15
60,89
39,74
16,18
89,4
27,31
95,2
85,2
7,59
35,16
75,5
61,72
33,100
72,77
6,8
52,34
68,59
88,88
58,66
31,17
12,71
1,44
28,85
5,70
100,16
60,60
100,69
67,34
63,34
31,29
66,57
57,9
63,31
28,22
9,8
76,74
23,78
81,79
21,58
53,14
95,99
30,56
96,41
20,62
69,56
54,97
17,32
56,12
67,69
20,63
48,60
