95 2565
value,weight
17,30
21,64
75,85
67,47
9,12
42,98
15,97
83,47
6,4
57,77
65,21
74,79
16,29
68,23
74,70
21,28
34,22
30,89
45,95
55,76
70,68
46,34
28,62
56,54
69,87
15,69
88,26
78,82
60,7
87,91
21,48
88,79
33,96
36,35
44,44
53,41
87,7
55,15
79,9
53,32
72,85
84,3
87,65
47,59
92,90
39,26
68,40
42,63
47,23
93,68
55,59
72,52
2,92
8,70
18,30
11,70
25,70
95,84
14,72
38,71
23,36
9,21
20,59
24,44
18,61
47,20
77,24
12,87
69,88
87,86
25,43
87,9
14,81
8,81
33,69
68,67
51,46
65,35
9,74
12,9
29,78
9,37
18,62
18,29
1,96
28,79
100,72
22,9
34,53
25,73
60,8
51,40
61,84
54,95
49,4
