100 2462
value,weight
88,96
40,70
38,85
32,84
43,40
76,100
62,88
51,2
60,20
92,41
24,8
56,26
58,55
87,19
66,86
42,14
95,93
10,24
80,40
63,20
15,25
79,26
61,86
42,26
86,21
5,65
8,56
8,50
86,66
41,39
14,81
40,68
10,86
78,54
13,76
26,79
5,68
52,5
58,11
77,51
45,6
53,72
100,21
69,18
21,31
65,64
92,74
19,88
47,80
52,61
19,3
19,84
77,14
33,30
10,86
50,87
47,3
45,12
65,96
19,8
34,23
26,28
100,69
70,99
82,70
68,19
83,70
78,66
4,46
42,14
23,97
53,73
91,33
41,35
64,23
21,7
4,35
39,22
69,31
100,45
78,8
38,65
10,88
18,75
5,71
87,18
13,63
9,68
80,99
91,81
17,45
9,33
3,10
77,37
6,28
52,59
35,26
13,76
27,62
44,19
