100 2427
value,weight
27,85
23,24
83,39
33,52
35,98
3,20
6,14
37,12
81,59
86,64
52,59
75,38
87,67
46,67
15,85
46,50
15,39
67,43
51,24
45,36
65,92
1,28
94,23
49,95
74,16
17,99
14,95
24,23
81,93
74,44
14,58
87,22
82,24
97,10
99,36
30,94
4,35
86,34
7,38
23,40
100,20
89,24
95,66
45,99
57,95
65,98
35,96
4,18
86,9
35,20
31,95
1,80
63,59
78,95
26,1
26,80
56,96
15,22
18,5
66,7
66,20
32,17
38,44
26,36
22,45
82,46
63,55
65,87
61,47
90,6
14,93
84,1
5,29
61,29
90,57
4,16
4,4
1,73
79,19
66,11
8,19
25,69
62,49
6,9
63,98
80,46
98,79
100,98
21,70
94,84
18,64
77,54
88,41
15,35
37,59
88,17
89,98
47,14
73,19
98,39
