95 2123
value,weight
23,50
97,78
53,32
70,89
74,8
3,74
100,84
80,47
52,65
61,42
39,54
20,27
99,69
32,18
54,22
37,39
83,48
19,34
69,69
55,20
79,94
95,63
85,23
31,82
74,14
62,2
52,29
60,26
99,40
72,20
92,11
56,94
90,13
76,36
71,34
21,92
70,6
53,88
25,76
38,19
31,43
33,41
40,70
62,18
99,5
18,37
100,29
36,20
83,6
16,83
34,26
39,53
12,63
37,97
16,66
83,15
2,16
9,1
42,16
93,29
49,88
15,37
66,42
27,99
51,93
20,63
82,19
97,11
30,68
66,10
88,96
13,54
6,14
24,57
84,29
86,16
7,53
88,60
56,47
87,88
76,53
74,24
83,34
98,52
48,41
2,43
13,64
11,26
96,4
22,83
43,37
89,40
40,67
24,58
23,11
