85 2017
value,weight
74,41
95,29
13,28
26,35
79,89
69,13
85,84
6,99
69,74
44,11
54,14
79,66
30,33
34,47
62,78
41,62
46,10
33,8
26,91
21,81
36,6
9,91
29,52
23,97
57,49
21,80
62,39
48,85
66,65
27,22
100,28
85,2
23,52
25,26
12,77
17,14
56,35
53,1
89,16
28,7
90,83
78,84
16,20
64,36
87,86
84,94
67,22
96,64
69,23
31,21
15,88
26,17
82,82
96,38
93,32
35,41
59,10
60,36
28,67
85,97
5,24
96,22
62,46
65,64
40,28
52,93
99,43
46,53
82,74
8,35
92,72
62,52
12,59
28,13
86,16
74,16
73,28
67,39
82,96
26,87
65,53
72,16
89,46
96,45
63,36
