85 2124
value,weight
61,48
87,47
46,30
97,91
88,97
76,67
12,52
3,73
47,100
57,48
67,68
37,57
96,14
37,98
6,98
27,98
55,7
21,26
79,22
40,27
77,49
74,59
33,27
100,55
49,68
40,47
65,63
48,57
26,44
4,26
32,41
44,5
17,27
3,64
73,79
64,68
43,95
49,66
6,80
37,3
52,78
36,77
80,97
61,62
10,90
64,90
36,44
87,45
12,1
45,45
6,18
93,81
66,29
27,92
85,11
87,44
47,40
45,29
33,34
72,29
49,2
5,96
43,75
42,36
71,18
70,74
87,58
93,31
97,67
3,15
41,32
80,8
83,20
27,24
8,85
44,55
18,21
34,60
27,8
97,86
71,40
27,49
68,7
19,13
68,41
