100 2499
value,weight
78,53
24,47
24,63
9,41
97,53
95,48
19,76
73,95
98,20
82,77
83,89
10,99
81,19
32,24
73,6
78,9
51,69
83,16
40,49
58,55
18,87
65,20
32,64
13,65
49,43
25,61
44,61
48,51
21,62
43,96
69,62
94,25
52,70
90,15
36,95
94,55
45,17
78,59
47,58
85,62
19,4
51,87
2,79
48,29
64,10
50,37
50,54
66,47
27,35
39,5
30,48
43,80
23,37
42,27
40,56
88,96
6,28
48,71
73,70
36,18
16,72
45,99
21,67
37,44
91,45
2,77
36,6
69,36
2,21
14,82
34,56
3,26
73,6
88,99
59,6
48,59
96,23
15,53
25,89
91,22
97,33
46,18
92,32
54,77
43,40
16,6
7,41
85,46
14,93
83,3
38,54
16,99
66,4
50,25
18,90
65,15
41,98
28,29
50,75
32,78
