100 2890
value,weight
81,49
11,36
98,97
53,61
2,60
83,91
81,81
14,9
44,76
67,25
81,87
30,90
19,39
71,90
32,20
57,1
32,75
51,28
39,67
95,60
43,94
19,38
82,83
95,27
44,65
95,76
7,75
61,83
83,24
81,90
58,80
32,74
12,95
3,75
86,48
37,35
48,1
39,93
12,80
84,50
8,73
27,29
87,93
27,2
78,70
71,56
86,10
60,75
32,59
15,95
65,99
25,85
48,16
46,61
86,72
85,77
66,87
52,14
74,83
20,69
68,3
96,81
20,44
55,37
86,60
81,73
99,97
25,99
8,62
76,20
15,34
65,10
50,85
9,56
72,24
22,95
45,85
6,17
13,77
32,54
16,84
44,60
30,46
37,77
44,18
79,89
25,38
98,81
56,92
86,12
66,9
52,65
67,43
63,70
19,31
6,22
29,57
88,25
54,77
62,18
