100 2286
value,weight
11,6
66,67
51,91
97,76
94,22
81,89
6,16
53,94
30,8
52,93
8,5
26,87
33,93
68,66
17,88
1,26
32,24
57,95
3,73
69,73
28,47
89,54
79,36
95,31
47,94
66,26
74,23
10,46
96,89
53,96
41,58
49,70
68,74
7,7
91,9
56,47
86,55
20,30
53,61
70,17
20,75
90,74
22,30
35,32
11,3
71,88
91,53
22,20
20,34
18,59
23,19
84,74
11,29
95,1
18,14
47,90
73,40
51,73
79,23
55,52
100,63
9,2
48,35
12,85
51,26
71,20
56,1
22,18
66,4
19,23
13,3
4,21
33,42
66,34
94,54
85,42
8,8
59,39
59,100
64,36
85,11
22,61
83,9
37,6
59,71
21,90
9,77
23,79
28,69
56,24
8,28
92,16
41,66
99,27
71,21
1,60
25,26
91,29
23,36
1,66
