100 2624
value,weight
56,55
20,35
85,72
26,94
61,22
98,70
52,96
43,67
83,99
19,80
24,21
27,91
33,7
74,90
19,96
93,93
5,86
7,76
92,5
9,21
75,89
47,93
29,7
69,86
95,56
82,56
58,61
31,73
52,87
89,32
26,61
16,18
75,95
78,37
60,93
55,18
70,58
67,83
62,11
58,20
10,41
27,90
51,22
31,9
65,12
75,81
59,4
43,30
21,100
17,42
49,94
95,13
26,47
22,58
78,46
61,46
10,41
53,65
90,62
59,58
59,33
100,71
77,9
7,32
86,21
43,1
55,27
38,63
6,61
17,48
81,95
9,98
94,32
73,20
47,4
93,73
29,59
48,92
29,77
96,23
47,20
66,12
72,13
53,89
88,47
82,46
9,90
66,100
30,16
22,78
68,25
26,17
77,49
42,38
65,89
26,42
22,45
65,13
91,80
31,30
