90 2248
value,weight
32,94
47,32
74,46
12,74
93,52
65,44
63,21
96,29
35,25
18,99
32,89
98,25
22,8
4,20
79,33
91,35
100,67
23,89
20,28
29,53
35,55
39,20
67,90
80,30
13,21
78,44
49,82
90,16
11,35
100,78
81,72
62,20
10,85
25,50
68,90
36,35
39,52
54,61
98,11
26,5
50,16
76,31
29,68
74,33
55,60
82,86
11,45
19,3
69,63
47,34
73,68
70,77
62,80
9,95
43,81
56,11
90,56
72,93
12,19
35,43
10,24
8,84
40,39
42,53
5,25
5,43
82,26
98,6
100,98
22,49
47,90
12,31
69,13
33,100
44,28
42,98
27,45
73,85
23,59
72,99
33,88
10,26
39,59
74,62
10,5
6,26
57,5
95,66
37,21
58,67
