95 2555
value,weight
59,18
18,60
87,97
20,99
26,5
33,3
32,92
62,10
2,40
81,94
6,16
45,40
74,50
47,33
10,26
24,11
65,14
54,29
21,18
47,11
12,68
30,66
42,47
61,16
33,57
82,19
54,96
15,20
58,94
26,28
88,52
22,91
5,58
69,42
10,80
72,92
99,88
58,87
64,94
49,100
27,59
52,37
50,6
74,83
70,29
1,60
28,28
15,27
11,91
1,35
58,99
28,69
65,45
9,76
7,100
93,53
19,35
38,79
77,97
4,77
29,60
64,22
71,21
40,40
35,18
69,42
49,82
76,75
32,32
22,71
17,65
32,2
100,62
81,1
36,92
17,99
88,70
2,1
57,71
28,95
47,79
49,43
95,17
53,62
73,19
32,91
11,73
32,44
59,14
47,6
6,73
52,89
70,70
29,84
65,79
