85 2050
value,weight
4,17
38,75
77,58
38,84
96,56
88,36
45,71
30,94
99,4
7,72
32,70
31,79
13,49
29,91
74,29
72,38
12,78
22,4
15,8
39,24
37,20
14,18
46,29
65,19
47,91
5,97
11,21
35,89
34,98
47,63
10,67
81,14
51,87
76,36
43,57
84,11
89,58
49,92
50,44
30,85
65,77
52,12
25,24
84,38
39,81
57,35
28,50
78,23
17,32
56,74
15,76
13,35
70,46
16,9
60,15
46,93
88,53
4,27
43,13
44,16
56,60
93,17
30,66
5,45
74,23
58,70
8,29
84,63
69,59
13,7
87,65
96,38
56,65
30,71
90,75
4,89
78,6
9,87
56,11
18,33
78,48
25,46
24,54
45,4
18,8
