90 2319
value,weight
24,12
91,86
96,83
1,61
24,74
91,15
24,11
66,36
55,81
35,93
100,32
73,48
50,27
36,76
47,8
38,7
88,19
84,79
66,35
54,78
18,2
16,71
86,15
82,25
37,97
98,30
40,18
89,96
63,74
30,33
11,39
32,96
99,81
50,43
24,33
77,54
19,16
48,55
3,42
55,50
38,25
26,83
86,43
20,96
84,72
88,5
20,27
82,97
31,87
37,86
81,58
16,5
24,3
79,12
93,24
85,8
46,81
17,21
53,76
33,37
26,60
81,44
3,9
89,84
63,96
23,69
32,9
43,64
45,75
4,2
34,55
74,91
75,89
24,11
81,54
60,90
67,47
82,94
5,12
77,84
63,94
41,97
95,94
4,31
28,7
58,81
5,86
86,40
36,38
39,54
