85 2231
value,weight
41,7
49,55
17,9
70,68
28,13
82,70
69,78
71,27
28,94
53,25
39,100
55,65
93,42
44,55
30,73
61,23
7,63
75,50
97,37
34,67
13,38
4,89
49,4
1,36
77,95
64,45
75,27
77,57
68,56
10,86
67,86
82,74
66,98
19,82
53,19
88,88
48,12
6,78
11,45
34,19
24,51
84,25
18,35
77,72
29,65
78,23
70,32
44,44
78,2
87,72
57,85
51,75
95,25
24,26
39,84
73,36
72,76
97,59
45,14
91,34
20,88
37,33
51,88
22,77
60,53
41,5
63,81
81,1
91,68
84,72
79,62
70,93
99,85
94,31
35,52
18,13
19,91
23,40
35,87
4,97
26,16
37,79
100,14
55,45
35,2
