95 2222
value,weight
100,94
92,29
66,58
84,57
20,5
98,59
20,82
64,73
42,66
87,41
12,46
83,95
34,32
53,81
46,93
43,79
28,29
63,75
19,18
65,25
4,96
8,30
25,87
25,25
68,9
4,25
35,7
91,68
41,89
97,50
93,11
46,24
38,23
94,14
48,37
57,35
23,49
65,13
71,17
100,81
98,10
1,85
5,47
1,38
67,64
60,14
50,44
98,77
24,6
1,39
66,60
83,6
55,13
42,5
85,95
87,78
40,38
14,83
5,20
42,30
49,75
57,65
83,99
62,2
65,86
75,54
26,2
27,88
62,2
64,44
28,84
79,1
41,70
63,22
91,40
68,70
45,73
58,71
36,43
28,36
93,49
93,59
48,11
18,19
65,51
83,22
9,18
12,88
99,54
46,27
40,74
55,9
9,93
79,32
10,32
