85 1928
value,weight
36,84
28,91
89,94
16,55
15,44
22,8
46,61
96,92
37,61
99,97
29,33
21,97
83,79
74,27
65,47
86,63
99,58
55,70
44,45
36,47
58,42
57,37
98,80
99,14
93,15
41,3
6,67
34,90
95,85
77,56
32,5
23,100
66,57
54,5
46,66
34,19
97,10
3,8
35,80
72,1
90,87
59,27
59,1
53,54
65,26
39,19
77,22
84,59
89,8
70,66
80,42
56,9
11,1
51,61
13,11
67,47
6,18
33,57
18,9
19,88
81,12
20,18
40,18
11,42
10,62
68,79
64,86
33,85
5,39
47,7
67,26
6,69
8,57
30,25
3,17
30,28
32,40
37,44
88,97
12,82
90,29
49,33
59,11
42,19
15,27
