90 2038
value,weight
11,77
21,20
47,3
17,6
49,82
34,64
62,51
64,69
40,25
70,26
21,48
2,84
1,79
8,13
34,45
22,5
59,41
1,45
37,46
60,37
65,98
42,29
97,22
37,37
96,20
90,27
73,76
34,84
72,91
84,13
7,16
25,5
21,34
21,59
77,31
93,7
71,67
90,54
95,14
54,30
80,10
99,93
29,4
16,5
15,3
48,11
54,72
88,81
94,59
85,42
32,56
34,24
22,62
61,51
25,74
68,85
62,65
79,22
32,16
8,77
38,95
71,92
61,35
71,64
95,69
74,13
41,70
93,87
59,87
61,38
86,69
89,5
52,22
21,42
58,12
14,30
88,52
73,13
60,45
41,64
99,28
52,34
16,52
40,65
21,33
50,43
70,10
41,75
12,79
75,62
