85 2051
value,weight
58,30
57,31
93,20
60,7
19,45
8,89
32,28
59,11
71,36
51,53
29,34
30,96
64,22
72,79
36,60
79,53
56,70
16,73
13,65
59,80
76,70
94,61
17,42
3,22
98,82
92,72
17,69
75,45
95,4
47,54
83,96
67,45
57,87
61,29
75,44
84,70
80,89
98,19
32,36
83,28
36,36
24,21
28,17
47,21
54,64
48,70
56,83
3,92
28,69
41,20
21,26
78,6
22,6
53,66
56,86
18,91
37,62
31,74
10,17
28,15
43,54
47,54
20,73
75,22
70,76
74,10
47,26
55,60
65,8
68,98
59,39
31,32
58,78
2,12
80,56
15,12
66,65
22,5
7,75
70,76
16,20
61,65
39,86
90,12
23,1
