100 2439
value,weight
71,39
92,16
21,62
51,43
26,87
41,21
24,48
66,74
53,19
31,24
80,3
78,19
75,17
56,80
56,92
100,52
26,48
35,40
56,88
85,18
75,20
64,27
82,43
42,40
56,62
16,18
19,20
28,14
29,18
94,99
50,4
92,64
12,96
59,27
6,30
75,65
45,14
92,63
39,36
72,17
70,59
78,80
42,99
81,72
27,2
73,89
8,78
80,5
12,78
70,70
43,89
12,43
99,62
30,19
87,31
62,93
56,94
80,26
73,7
62,44
73,90
23,43
58,10
22,92
83,52
91,80
49,6
13,90
79,41
70,93
83,53
89,32
50,91
54,36
97,31
2,20
10,72
28,14
15,28
92,88
98,34
77,75
87,13
2,66
89,25
72,72
55,34
20,92
59,97
87,3
11,88
10,12
3,44
59,7
9,53
79,10
59,89
76,87
33,74
48,34
