95 2402
value,weight
77,82
59,51
86,75
87,41
91,63
61,69
70,90
47,37
77,16
69,83
58,82
90,6
21,32
6,96
32,38
50,70
60,30
14,1
48,81
80,78
27,38
33,80
93,49
79,83
85,33
85,53
31,86
23,29
51,86
48,39
22,34
100,78
96,80
68,97
6,31
27,46
72,2
14,84
90,1
79,15
2,70
11,75
68,49
5,51
12,72
6,49
31,36
67,10
89,9
70,15
72,48
73,53
97,58
67,60
47,34
3,57
69,8
78,12
80,95
20,33
19,77
81,52
10,36
31,60
94,41
40,28
100,77
74,31
54,39
68,54
55,11
75,84
56,72
73,64
54,74
66,22
99,69
85,48
86,65
99,6
9,98
49,96
90,29
50,11
16,68
18,87
64,32
72,20
8,57
11,60
81,11
98,6
17,45
22,65
15,51
