95 2535
value,weight
1,32
76,40
34,66
37,99
92,66
52,38
39,85
63,90
45,73
15,90
25,87
89,34
85,74
69,13
69,16
40,51
100,73
80,100
64,11
75,74
87,29
42,24
20,93
78,77
19,83
71,98
18,4
15,9
75,85
1,92
71,81
80,29
27,99
33,20
96,24
91,39
17,26
9,54
15,60
95,67
83,20
58,46
92,8
24,49
95,81
26,79
78,24
20,39
38,99
76,75
1,57
69,86
47,12
91,16
13,59
8,36
80,12
71,45
32,72
57,89
22,59
87,1
6,58
78,82
39,60
76,77
71,48
29,14
58,34
27,68
79,86
14,17
59,74
30,30
97,78
28,17
19,74
67,95
79,45
15,45
79,86
73,100
8,11
64,12
73,26
85,54
53,12
79,74
94,18
45,91
62,71
58,32
62,45
27,13
89,54
